iter	RMSE
0	0.2978885236
1	0.2946284149
2	0.2912138643
3	0.2876190028
4	0.2845816766
5	0.2808939376
6	0.2772281684
7	0.2739630772
8	0.2712679115
9	0.2684666484
10	0.265194179
11	0.2629407871
12	0.2601548547
13	0.2580190696
14	0.2550542433
15	0.2524976883
16	0.2495127938
17	0.2470634345
18	0.2449623487
19	0.2424602917
20	0.2401522166
21	0.2378342056
22	0.2355579738
23	0.2336062851
24	0.2315092629
25	0.229289343
26	0.2272812466
27	0.2256781894
28	0.2239745246
29	0.2222728587
30	0.2207295796
31	0.2191165753
32	0.2175101458
33	0.2159259498
34	0.2144395991
35	0.2126825406
36	0.2111421855
37	0.2095062458
38	0.2080435819
39	0.2063167496
40	0.20452104
41	0.2031870022
42	0.2019127097
43	0.2005380455
44	0.1992480432
45	0.1981172656
46	0.1966629118
47	0.1952979269
48	0.193983898
49	0.1927333891
50	0.1917625411
51	0.1904266819
52	0.1893053185
53	0.1881525069
54	0.1871561381
55	0.1859591754
56	0.1847763933
57	0.183590483
58	0.182438638
59	0.1814274665
60	0.1804887239
61	0.1795872379
62	0.1786930628
63	0.1775572285
64	0.1766377099
65	0.1757438755
66	0.1748400558
67	0.1738999818
68	0.172966206
69	0.172120866
70	0.1713731961
71	0.1707278222
72	0.1697757514
73	0.1688546722
74	0.1680019937
75	0.1673042727
76	0.1664357322
77	0.166034663
78	0.1652912549
79	0.1644317553
80	0.1634699075
81	0.1627527257
82	0.162141468
83	0.1615698574
84	0.1610758794
85	0.1601333674
86	0.1594243142
87	0.1586094202
88	0.1578036136
89	0.1571407168
90	0.1565476974
91	0.1557719242
92	0.1551017517
93	0.154450473
94	0.1536669416
95	0.1529082741
96	0.1523947601
97	0.1518052239
98	0.1511582794
99	0.1506752464
100	0.1502685387
101	0.1498080863
102	0.1492210505
103	0.1484349749
104	0.1480216074
105	0.1478686018
106	0.147444778
107	0.1467093836
108	0.1458786968
109	0.1452790771
110	0.1446474812
111	0.144431249
112	0.1436609209
113	0.143013509
114	0.142437053
115	0.1419068524
116	0.1414317787
117	0.1408825851
118	0.1407239432
119	0.1402493697
120	0.139786696
121	0.1392235855
122	0.1388975396
123	0.1384449047
124	0.1379363139
125	0.1372827347
126	0.1368257257
127	0.1365653322
128	0.1360773297
129	0.1357479133
130	0.1352741184
131	0.1348852758
132	0.1343175166
133	0.1341136098
134	0.1339459002
135	0.1336647516
136	0.1333227113
137	0.1326806116
138	0.1324633899
139	0.1318799097
140	0.1313133436
141	0.1308998418
142	0.1304559006
143	0.1301259377
144	0.1298542667
145	0.1293954
146	0.1288830758
147	0.1285940469
148	0.1281867934
149	0.1276876091
150	0.1275713349
151	0.1273212005
152	0.1269630846
153	0.1265059707
154	0.1260373589
155	0.1256151468
156	0.1251383334
157	0.1248262902
158	0.1245541346
159	0.1241231713
160	0.1237847269
161	0.1235764942
162	0.1230140384
163	0.1227552921
164	0.1223998681
165	0.121913272
166	0.121747296
167	0.1212733931
168	0.1208979202
169	0.1203424077
170	0.1199698501
171	0.1194638943
172	0.119291585
173	0.1191449599
174	0.1186981754
175	0.1184293945
176	0.1178230494
177	0.1173197429
178	0.116761215
179	0.1161442334
180	0.1156752316
181	0.115313708
182	0.1150054894
183	0.1146668768
184	0.114306383
185	0.1139458929
186	0.1135201833
187	0.1132995399
188	0.1128934015
189	0.112440147
190	0.1118733221
191	0.1117414223
192	0.1113147259
193	0.1109682366
194	0.1104786216
195	0.1100271158
196	0.1097802747
197	0.1092625473
198	0.1090462747
199	0.1088533475
200	0.1084896752
201	0.1082382774
202	0.1076452708
203	0.1072999183
204	0.1070580186
205	0.1065928102
206	0.106400759
207	0.1060447986
208	0.105581072
209	0.1051549375
210	0.1049117107
211	0.1046821314
212	0.1042739314
213	0.1038867043
214	0.1035929017
215	0.1033762312
216	0.1030405654
217	0.1026467232
218	0.1023883725
219	0.1018911671
220	0.1013717361
221	0.1009422212
222	0.1002802886
223	0.09959436493
224	0.0990869702
225	0.09844171861
226	0.09794128891
227	0.0973398623
228	0.09699770241
229	0.09663580304
230	0.0962265122
231	0.09582129317
232	0.09526311656
233	0.09486166518
234	0.09464045325
235	0.09425982788
236	0.09406454239
237	0.09365321704
238	0.09314461759
239	0.0925362499
240	0.09222404029
241	0.09201380254
242	0.09162303459
243	0.09114363034
244	0.09090417647
245	0.09035862839
246	0.0899027101
247	0.08931405123
248	0.08886346086
249	0.08871637169
250	0.08821252395
251	0.08781154233
252	0.08744522529
253	0.08726009403
254	0.08677645546
255	0.08647882188
256	0.08599050401
257	0.08540149859
258	0.08499627606
259	0.08459593339
260	0.08415765937
261	0.08386263673
262	0.08345923931
263	0.08298604933
264	0.08285736435
265	0.08267981814
266	0.08224465879
267	0.08210848291
268	0.08163711154
269	0.08119055006
270	0.08068573433
271	0.0802630002
272	0.0797824965
273	0.07926876541
274	0.07869471647
275	0.07827860945
276	0.0779865164
277	0.07764175711
278	0.07722337506
279	0.07681051507
280	0.07634138796
281	0.07595998352
282	0.07574026877
283	0.07525063246
284	0.07486456702
285	0.07460809222
286	0.07409576959
287	0.07371905565
288	0.07321593054
289	0.07269710244
290	0.07216268782
291	0.07170608472
292	0.07138497744
293	0.07115082268
294	0.07092240767
295	0.0705722979
296	0.07020914002
297	0.06980906998
298	0.06942119802
299	0.06899752386
300	0.06858720697
301	0.06842776229
302	0.06817165987
303	0.06772080752
304	0.06732154543
305	0.06712382777
306	0.06673159779
307	0.06633774158
308	0.06593755083
309	0.06556418381
310	0.06528577237
311	0.06500723849
312	0.06458803103
313	0.06424608587
314	0.06401187975
315	0.06375185286
316	0.06328691168
317	0.06287585105
318	0.06275969877
319	0.06245746951
320	0.06233420953
321	0.06197321672
322	0.06171432241
323	0.06135226785
324	0.06098530414
325	0.0607429518
326	0.06045673226
327	0.06022474909
328	0.05997487535
329	0.05966562004
330	0.05931487318
331	0.05922552509
332	0.0589065088
333	0.05852165092
334	0.05843848815
335	0.05802120108
336	0.05774831492
337	0.05754326107
338	0.05723003387
339	0.05702158733
340	0.05676917636
341	0.05643289423
342	0.05610104876
343	0.05571895168
344	0.05546566412
345	0.05510206569
346	0.05479695516
347	0.0544191555
348	0.054132546
349	0.05391215925
350	0.05362459894
351	0.05333830397
352	0.05299828677
353	0.05291276097
354	0.0526426315
355	0.05248067964
356	0.05225705802
357	0.05196723761
358	0.05174212124
359	0.0515089648
360	0.0514196566
361	0.05115805247
362	0.05083311629
363	0.05052500849
364	0.05030394334
365	0.05009826761
366	0.04990359609
367	0.04960375302
368	0.04938436773
369	0.04897981726
370	0.04866729987
371	0.04838928584
372	0.04833401334
373	0.04804513752
374	0.04770114212
375	0.0474650447
376	0.04715697505
377	0.04685026956
378	0.04648285353
379	0.0462464872
380	0.04603813351
381	0.04578202671
382	0.04556245023
383	0.04529800288
384	0.04520671321
385	0.0449393051
386	0.04477794802
387	0.04454251056
388	0.04439391805
389	0.04425476708
390	0.04415890044
391	0.04395456482
392	0.04374547685
393	0.04354804783
394	0.04335273641
395	0.04328589624
396	0.04316746359
397	0.04291172005
398	0.04280532703
399	0.04259917058
400	0.04243783092
401	0.04220757189
402	0.04208373885
403	0.04194444221
404	0.04166823428
405	0.04147657475
406	0.04126347588
407	0.04097187192
408	0.04091204705
409	0.04063866412
410	0.04046019509
411	0.0402837822
412	0.03998635136
413	0.03972000965
414	0.03965735609
415	0.03942549971
416	0.03916298304
417	0.0391070453
418	0.03896487226
419	0.03892047903
420	0.03871192363
421	0.03853223603
422	0.03848280986
423	0.03843602081
424	0.03817578474
425	0.03796343682
426	0.03776735058
427	0.03754874794
428	0.03734675217
429	0.03730832976
430	0.03709822811
431	0.03686751058
432	0.03668560579
433	0.03664554198
434	0.03643527818
435	0.03623191873
436	0.0360966013
437	0.03605239522
438	0.03583675347
439	0.03574790895
440	0.03556628825
441	0.03553740086
442	0.03529909459
443	0.03522593224
444	0.03517837675
445	0.03514934059
446	0.03496935427
447	0.03470853435
448	0.03452562599
449	0.03448476417
450	0.03428492743
451	0.03407307005
452	0.03402215181
453	0.03386892764
454	0.03368393223
455	0.03345441275
456	0.03323853904
457	0.03307782243
458	0.03293146416
459	0.03282045445
460	0.03271852116
461	0.03249773327
462	0.03246033199
463	0.03225352917
464	0.03222910291
465	0.03220654
466	0.03200203537
467	0.03183124381
468	0.03179373968
469	0.0316039177
470	0.03141718614
471	0.03139591097
472	0.03137726665
473	0.03122136551
474	0.03103702225
475	0.03081963164
476	0.03071083799
477	0.03055666855
478	0.03036884508
479	0.03022640688
480	0.03013388797
481	0.02994432808
482	0.02977610106
483	0.02956185251
484	0.02940328401
485	0.0292392373
486	0.0290668426
487	0.02897134843
488	0.02883014818
489	0.0286064598
490	0.02844076738
491	0.02829613787
492	0.02811314047
493	0.02795578372
494	0.02777643268
495	0.02761531699
496	0.02748231209
497	0.02732567208
498	0.02716315754
499	0.02704485205
500	0.02687222457
501	0.02676495438
502	0.02661647635
503	0.02644475707
504	0.02630272671
505	0.02615739862
506	0.02614001
507	0.02599935365
508	0.02587993095
509	0.02572788133
510	0.02557677943
511	0.02552160313
512	0.02550218359
513	0.02537839684
514	0.02527289037
515	0.02515905234
516	0.02505168894
517	0.02494238772
518	0.02480453424
519	0.02470120591
520	0.02465536164
521	0.02457466401
522	0.02441863869
523	0.02427994375
524	0.02411902648
525	0.02400774488
526	0.02387951907
527	0.0238522087
528	0.0238264607
529	0.02370249451
530	0.02357663586
531	0.02343823991
532	0.0232962775
533	0.02314419136
534	0.02303117083
535	0.02292556539
536	0.02290001258
537	0.02278186565
538	0.02265128394
539	0.02255507864
540	0.02248332714
541	0.02235799956
542	0.02224309971
543	0.02213911529
544	0.02202150934
545	0.02186032032
546	0.02175956529
547	0.0217437313
548	0.02167179899
549	0.02165942331
550	0.02152428475
551	0.02141329499
552	0.02126613422
553	0.02123610294
554	0.02110124606
555	0.02100904479
556	0.02084387326
557	0.02073740691
558	0.02071375735
559	0.02061956574
560	0.0205138384
561	0.02043747793
562	0.02029998896
563	0.02027211537
564	0.02024702121
565	0.02010637553
566	0.01999318824
567	0.0198994305
568	0.01987940857
569	0.01976277631
570	0.01969159453
571	0.01959760162
572	0.01947257786
573	0.01936045923
574	0.01923811415
575	0.01913366714
576	0.01904878152
577	0.0189211734
578	0.01890608438
579	0.01879857577
580	0.01867598945
581	0.01866019275
582	0.01856457266
583	0.01851222086
584	0.01839317843
585	0.01829464688
586	0.01821300905
587	0.01810786647
588	0.01801940156
589	0.0179568512
590	0.01789627116
591	0.01781771357
592	0.01774041267
593	0.01769676949
594	0.01761870362
595	0.01752473818
596	0.01742526287
597	0.01733058975
598	0.01722418919
599	0.0171987127
600	0.01709963842
601	0.01702531487
602	0.01693475033
603	0.01684473877
604	0.01676238285
605	0.01668124716
606	0.01663083058
607	0.01652345433
608	0.01641523494
609	0.01631295701
610	0.01626886175
611	0.016174499
612	0.01612087299
613	0.01602187242
614	0.0159384251
615	0.01590196338
616	0.01580112909
617	0.01578698322
618	0.01569972802
619	0.01560049861
620	0.01552246206
621	0.01543810167
622	0.01535017816
623	0.01528518848
624	0.01523088496
625	0.01514138345
626	0.01505424211
627	0.01495973858
628	0.01486430691
629	0.01479713519
630	0.01469994816
631	0.01460373186
632	0.0145353492
633	0.01446401252
634	0.01442183898
635	0.01434046786
636	0.01426266056
637	0.01420825545
638	0.01413388456
639	0.01404324076
640	0.01400765508
641	0.01391841789
642	0.01382813089
643	0.013745881
644	0.01372318878
645	0.01368210715
646	0.01361182229
647	0.0135545834
648	0.01349077486
649	0.01340812423
650	0.01333384343
651	0.01328785657
652	0.01321127106
653	0.01312709393
654	0.01307563391
655	0.01299969119
656	0.01291683257
657	0.01286381064
658	0.01283000487
659	0.01277293663
660	0.01271766068
661	0.01265705031
662	0.01258134678
663	0.01250421466
664	0.01243512094
665	0.0123708952
666	0.01228205678
667	0.01224186673
668	0.01220331169
669	0.01211982612
670	0.01206319994
671	0.01198707928
672	0.01192268964
673	0.0118821665
674	0.0118303174
675	0.01176822959
676	0.01170573448
677	0.01162270416
678	0.01155040091
679	0.01149361713
680	0.01141479255
681	0.01135678664
682	0.01133498041
683	0.0112985324
684	0.01124482324
685	0.01118487295
686	0.0111544599
687	0.01109424811
688	0.01103921803
689	0.01102790884
690	0.01099483721
691	0.01095276843
692	0.01089097011
693	0.01082777996
694	0.01078288188
695	0.01071539872
696	0.01066661014
697	0.01062003287
698	0.01061440637
699	0.01058061632
700	0.01053756005
701	0.01049629602
702	0.01043639495
703	0.01037261494
704	0.01030580506
705	0.01025356995
706	0.01022188891
707	0.01015765143
708	0.01015284418
709	0.0101425451
710	0.01008570982
711	0.01004686007
712	0.009975517491
713	0.009903862385
714	0.009854968772
715	0.009814672902
716	0.009762086163
717	0.009726280824
718	0.0096820645
719	0.009630854452
720	0.009581319265
721	0.009574432209
722	0.009521469385
723	0.009454250409
724	0.009405886997
725	0.009344139956
726	0.009334125925
727	0.009291156574
728	0.009274982466
729	0.009259500941
730	0.009206650897
731	0.009165118594
732	0.00912024624
733	0.009077233589
734	0.009068468782
735	0.009062883222
736	0.009012024223
737	0.008971309971
738	0.008964995892
739	0.008933378579
740	0.008874601871
741	0.008826707866
742	0.008816740452
743	0.008808495323
744	0.008757885258
745	0.008728699515
746	0.00866999574
747	0.008617116209
748	0.00855787196
749	0.008509444298
750	0.008478891886
751	0.00845814241
752	0.008427204031
753	0.00840993316
754	0.008365865024
755	0.008357653712
756	0.008326824314
757	0.00828038106
758	0.008232884404
759	0.008216201058
760	0.008179083736
761	0.008141251812
762	0.008134696234
763	0.008092840522
764	0.008043696573
765	0.008016985577
766	0.007976698047
767	0.007964681523
768	0.007927072518
769	0.007879052267
770	0.007835541339
771	0.007798255451
772	0.007737375163
773	0.007733553372
774	0.007681566802
775	0.007652385469
776	0.007611104334
777	0.007564232976
778	0.007545237013
779	0.007540646742
780	0.007511586757
781	0.007477054089
782	0.007440243834
783	0.007390397715
784	0.00734863866
785	0.007299539758
786	0.007258465662
787	0.007222105668
788	0.007181550895
789	0.007140189144
790	0.007099058603
791	0.007057582844
792	0.007006346792
793	0.00696829783
794	0.006930198811
795	0.006905530876
796	0.006878298078
797	0.006869278453
798	0.006841499073
799	0.006808543505
800	0.006764292881
801	0.006732196742
802	0.006694891099
803	0.00666163707
804	0.006616906546
805	0.006589049328
806	0.006552452289
807	0.006535076038
808	0.006492523355
809	0.00645382755
810	0.006422309423
811	0.006389771474
812	0.006346677204
813	0.006335224231
814	0.006318789569
815	0.006269566304
816	0.006227607207
817	0.006195172993
818	0.006159655068
819	0.006128260854
820	0.006092029657
821	0.006050304199
822	0.006012686215
823	0.005980277548
824	0.005949251878
825	0.00594624203
826	0.00591191931
827	0.005876544276
828	0.005839765755
829	0.005824367163
830	0.005788946797
831	0.0057547348
832	0.005715653212
833	0.00567713628
834	0.005673106853
835	0.0056600305
836	0.005631918954
837	0.005618803881
838	0.005603668224
839	0.005588322097
840	0.005555551023
841	0.005518944357
842	0.005503313987
843	0.005484849892
844	0.005462235852
845	0.005430998208
846	0.005394456657
847	0.005380408391
848	0.005350572894
849	0.005317149877
850	0.005289753725
851	0.005267671492
852	0.005231086708
853	0.005199254732
854	0.005159045623
855	0.005123511788
856	0.005085933274
857	0.005068352302
858	0.005047034812
859	0.005020392665
860	0.005011625545
861	0.005000815416
862	0.004969931364
863	0.004956860083
864	0.004936152525
865	0.004916446144
866	0.004895819794
867	0.004867914561
868	0.004840238621
869	0.004823876255
870	0.004803734951
871	0.004792407644
872	0.004773424252
873	0.004752257559
874	0.004738975585
875	0.0047025726
876	0.004664577894
877	0.004645164951
878	0.00462588146
879	0.004612790917
880	0.004584808128
881	0.004560193103
882	0.004532946287
883	0.004496288643
884	0.004470908799
885	0.004467726598
886	0.004460708489
887	0.004436783578
888	0.004401835729
889	0.004381732736
890	0.004372457579
891	0.004350512545
892	0.00434691617
893	0.004333940387
894	0.004314721691
895	0.004301589091
896	0.004275743147
897	0.004250822173
898	0.004248920405
899	0.004231330648
900	0.004206857011
901	0.004183586667
902	0.004156180336
903	0.004138338857
904	0.004116050912
905	0.004098675077
906	0.00408148501
907	0.004062327436
908	0.004038533125
909	0.004020357369
910	0.003998475174
911	0.003973481024
912	0.003946482876
913	0.003931280877
914	0.003912470175
915	0.003910437654
916	0.003896875537
917	0.003879215144
918	0.003855877869
919	0.003848644815
920	0.003823951595
921	0.003813484829
922	0.003793727382
923	0.003772475227
924	0.003744997057
925	0.003726316206
926	0.003706848857
927	0.003693664811
928	0.003679884379
929	0.003658403353
930	0.003635289779
931	0.003618007
932	0.003597255451
933	0.003574987418
934	0.003559765891
935	0.003538322096
936	0.00352384302
937	0.003502739247
938	0.003487828996
939	0.003471316863
940	0.00345002124
941	0.003434133263
942	0.003420964885
943	0.003409102721
944	0.003388317805
945	0.003365357777
946	0.003346085874
947	0.003326179871
948	0.003308620262
949	0.003293947004
950	0.003275905389
951	0.003263201856
952	0.003251834299
953	0.003234960016
954	0.003219473002
955	0.003210486858
956	0.003208794216
957	0.003193862857
958	0.003177736465
959	0.003164690355
960	0.003142877156
961	0.003128624352
962	0.003113271877
963	0.003096252216
964	0.003088145169
965	0.003070931772
966	0.003053526943
967	0.003037181436
968	0.003023186058
969	0.003006928783
970	0.003005494876
971	0.002993332798
972	0.002976331273
973	0.002961880021
974	0.002947472764
975	0.002931197412
976	0.002915741041
977	0.002904777359
978	0.002889389124
979	0.002868358168
980	0.002852763167
981	0.002832306594
982	0.002815727484
983	0.002802485576
984	0.002788094214
985	0.002768619821
986	0.00275970016
987	0.002740103036
988	0.002728948221
989	0.002711330606
990	0.002694901827
991	0.002681285728
992	0.002666103311
993	0.002651977657
994	0.002637565197
995	0.002621208047
996	0.002618400988
997	0.002603032519
998	0.002585958681
999	0.002573314888
