sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST
1960-01-01,0.003225889554065553,0.004660908228458993,0.002790640486763696,0.016963157030497555,0.026605506601530493,0.02591713244643179,0.024094949894759132,0.02902087150293564,0.03123537677561261,0.10383083064909648,0.004560557772175677,0.036326316809680126,0.028483925293749213,0.03905042036032702,0.01524170212860465,0.026968430773832708,-0.008822266679940682,-0.012664916341318833,1.993399999999994,426.0,0.12228816700000006,-0.0004639160395178976,9.182174345312433e-05,-0.09999999999999964,0.40000000000000036,-0.011532753013547392,-0.07109592168372991,-0.005449604767565397,-0.006644542718668767,-0.004291852081541592,0.015470050879788033,0.0018442023521387796,0.0033919243127940035,-0.012314534468513827,-0.012173205102335771,0.007293698360902212,0.010823787886636183,0.002190581379819534,0.0009779670571781196,0.002436494459878702,-0.0014286790910427172,0.004728397187218292,0.0020052142271378415,-0.0073163744656330465,40.1,0.2999999999999998,40.6,7.286191714702382,5.6131281063880705,5.8805329864007,6.226536669287466,5.7745515455444085,6.9957661563048505,5.5053315359323625,5.53338948872752,5.802118375377063,5.568344503761097,-0.03901730995792363,-0.028030891471345853,0.008538284759076475,-0.01033112600000008,0.004282150858143652,-0.001011055700617547,0.002662854771368295,-0.027374781185764974,-0.03185950777782098,0.0,-0.006756504077678915,-0.009353684962575048,-0.021859425908282937,-0.00034569500000000697,-0.017593758113259916,0.11818887,-0.025551635780980853,0.0,0.03000000000000025,-0.14000000000000057,-0.10999999999999943,-0.10999999999999943,-0.08999999999999986,0.02999999999999936,0.03000000000000025,0.05999999999999961,0.92,0.36,0.75,1.04,0.93,0.73,0.62,1.35,0.000647338997035618,0.0003605374461637112,0.0005001607763870375,0.0019952750121757373,0.3025720916537189,0.3016593539425738,-0.3241493924170502,0.3294895896852612,0.0,1.4727806710243652,-0.13610073553746993,0.0,-0.33277900926744763,0.4576667027411663,0.0,0.0,0.0,0.33840979842403307,0.0,-0.33389012655149486,-0.05834494995498041,-0.21336688358246647,-0.16282228834616497,0.08602973335642972,-0.0046803572919842384,0.007797280831314479,-0.009705307977338817,0.0042923593185744124,-0.011738862685234608,-0.013330265659128315
1960-02-01,0.0011474687526478178,0.0009059577182917167,0.004360609810455607,0.01440348097339239,0.0036964537379837736,-0.008938853094234034,-0.005685401494779363,-0.0034350289947502333,-0.011456531257834968,-0.013854854411205597,-0.010291290122323993,0.006464317467349989,-0.01304396331993285,-0.016699481327091537,-0.006145927311767885,-0.00778821154329945,-0.0012667015807390491,0.010373837877739156,-0.950800000000001,0.0,0.04684147499999991,-0.00018852738416086368,0.004168995172932455,-0.40000000000000036,-0.40000000000000036,-0.1351024848565645,-0.010582109330536937,-0.08433240530257269,-0.08822423341483887,-0.08058048665933892,-0.019998800271514128,0.004393914429494217,0.0058318151777907445,0.0071174677688645716,0.010536811348206498,0.004959949122920193,0.007400688038639913,0.001405701129558068,0.003587267625567492,0.0031496089028948404,0.0017667517047463832,0.004293895441366047,0.0039984059666950955,0.002284615915849386,39.7,-0.20000000000000018,40.3,7.315218389752975,5.594711379601839,5.948034989180646,6.18826412308259,5.8971538676367405,6.992096427415888,5.44673737166631,5.545177444479562,5.720311776607412,5.68697535633982,-0.0033589597520418124,-0.023230847839094793,0.011130251920576484,0.020662251999999937,-0.0014290818757363155,-0.0006718160817626995,-0.000689689174588004,-0.006279179793704515,-0.021853166422617587,-0.033333333333333326,-0.004530665315113591,-0.0016089925046527398,0.00612448830195067,0.0005467479999999858,-0.03954473600317421,0.1954759530000003,-0.05288136274018029,-0.020000000000000018,-0.25,-0.3899999999999997,-0.4400000000000004,-0.3700000000000001,-0.22999999999999954,-0.22999999999999954,-0.05000000000000071,0.0,0.69,-0.01,0.33,0.69,0.72,0.52,0.59,1.37,0.0024929609882666792,0.000720962464757946,0.0012493085810445503,-0.0015748861462894018,0.0,0.0,0.3241493924170502,0.0,0.0,0.291971010333425,0.13610073553746993,0.44052934679164046,0.0,0.45558165358610125,-0.298953884836628,0.0,0.4210532536343514,0.0,0.0,0.33389012655149486,0.10370083241846295,0.16163585243269551,0.005431683008350063,0.17183775111440092,-0.004555445932078683,0.0038533363886606997,-0.0047501829209321,0.008268451417729139,0.005387664872779752,-0.018942294390904557
1960-03-01,0.0018768579734596003,0.0009051377017481599,0.014088708663303251,-0.02803969077009505,-0.0011019888970977831,-0.009019477419558442,-0.003426821288330384,-0.0011504171530494212,0.0011527652784955045,-0.019964613164991096,0.009154973189933191,0.0021491707651768444,-0.01655134142839776,-0.03208925886932734,0.000436195900699321,-0.012366299279938708,0.03731999021291399,0.010267325363583435,-1.368700000000004,-86.0,-0.08616523599999992,-0.008008896232311713,-0.014536723789035477,0.6000000000000005,-0.09999999999999964,0.15205204317033694,0.07989390922076556,0.13129941491049024,0.23088053381636175,0.02531780798428951,0.13272250648128825,-0.001082896762609309,-0.011904291639487141,-0.0024635908409749163,-0.05798725765034973,-0.0036858201361287257,-0.006109671183693877,-0.00015609146991835132,0.004943644068001518,-0.0011686970359754412,0.0015761627460886274,-0.0008967806178965532,0.0027894020875782743,0.023619874396796803,39.5,-0.09999999999999964,40.0,7.011213987350367,4.983606621708336,5.327876168789581,6.059123195581797,5.796057750765372,6.86171134048073,5.111987788356544,5.241747015059643,5.60947179518496,5.7899601708972535,-0.011126046016215696,-0.022625200249864363,0.008161580057509,0.030993377000000155,-5.109338578890288e-07,0.0023410805300807525,0.0030507330652964626,0.01991691271001983,0.02138543956656891,0.0,0.00180254472416852,0.0006122567294850612,0.002588953752392875,0.0008691400000000182,-0.01371862670291435,0.11378187199999967,-0.021169863657112042,-0.13000000000000034,-0.16999999999999993,-0.6499999999999999,-0.69,-0.6400000000000006,-0.3800000000000008,-0.2400000000000002,-0.0699999999999994,-0.08999999999999986,0.65,-0.53,-0.23,0.18,0.47,0.41,0.65,1.41,-0.0001613925878194422,0.0,0.0009270484868457718,-0.0007357965329074442,0.9022617599637073,1.1976191046715545,0.0,0.9820046180975428,0.0,-0.291971010333425,0.0,0.0,-0.33389012655149486,0.4535155165390936,0.298953884836628,-0.26007817000577305,0.4192878260036004,0.0,0.0,0.0,0.05828449473681552,-0.2920764615250704,0.18450189735692568,0.05721369470457205,-2.0109192918060792e-05,0.030131341097983433,-0.004683849312426491,0.00347208529036358,0.0009509018963935745,0.0034899929544396358
1960-04-01,0.0034645865581355295,0.003612380243620983,0.015302328581095814,0.009852570150682638,0.025903390607579624,-0.007958801932639314,0.0022898295819664405,0.0011504171530494212,0.006879977188074093,-0.00118913430775347,0.010197980186442912,-0.010781270976041757,-0.023633585998649842,-0.03652824946488176,-0.008796434964168043,-0.007951868419461494,0.0012158275202991398,0.030187025887530083,-0.9827999999999975,-40.0,0.003764052999999934,0.01710459303596501,0.01968953312909605,-0.20000000000000018,-0.40000000000000036,0.04058186965417221,-0.1113306826443301,-0.06795066190850818,-0.10986647757853252,-0.02066663680855907,-0.03075871133649244,0.006571083525217958,0.0037610492826569697,0.005354183979561,0.041807277799497555,-0.0033799974782482423,-0.006363608812256061,0.0009361835603396429,0.008119508609034654,0.014467121406301686,0.003929572242787671,0.017467226971270122,0.0027816429618772176,0.0010551615962288707,39.8,-0.40000000000000036,40.0,7.161622002939187,5.384495062789089,5.662960480135946,6.144185634125646,5.75890177387728,6.923628628138427,5.241747015059643,5.497168225293202,5.655991810819852,5.6937321388027,-0.010788158463173048,-0.018693812994660775,0.000105557670979195,-0.010331124999999997,-0.0007165875997117155,-0.0003422089413795959,-0.0017702601003870555,0.006050427684174409,0.016590016562200827,0.005747126436781658,0.006563759078428877,-0.0016081458498424794,0.006011050450994482,0.001046177999999981,0.012821846085016908,-0.038945868999999966,0.0038593286277470717,0.08000000000000007,-0.33000000000000007,-0.08000000000000007,-0.06000000000000005,0.020000000000000462,-0.019999999999999574,0.03000000000000025,-0.040000000000000036,-0.04999999999999982,0.24,-0.69,-0.37,0.12,0.37,0.36,0.53,1.28,0.0004380050094807686,-0.0010814999109216572,0.0012821884436378106,0.012539349252735262,0.0,0.0,-0.3241493924170502,0.32520353863776386,0.0,-0.29282597790887266,0.44105245373300406,0.21953905634357618,0.0,0.45146803545268455,0.29806281381379307,-0.2607563407080793,0.0,0.0,0.3210275630248116,0.33277900926744763,0.36189777122475064,0.11944616127745888,0.6269274168322347,0.2095039334049087,-0.008948560789842297,-0.06807429018144706,0.0,0.008678175852441683,0.005451725398538443,0.024135977627894434
1960-05-01,0.0024052932439673214,0.0024270906414418647,-0.02035142766667386,-0.031517887580951864,-0.015046830774799957,-0.001142767448015114,0.005687895865303272,0.006862436246889203,0.005698842135444693,0.009454857037721087,0.003375524379893413,0.0032499144274802383,-0.009155173439542974,-0.013623072111531354,0.0015627237927544613,-0.00571822900896457,-0.012266314545375856,-0.02791932380853357,-0.7881999999999891,-23.0,0.0008386370000000865,0.0006752631268405196,0.001484668797742117,-0.10000000000000053,-0.6999999999999993,-0.009846589836759456,0.06939199342400038,-0.11708573418471513,-0.13077023118319442,-0.10252874648530153,0.05758205981767617,-0.006185511266954435,-0.0037094323832711495,-0.01029964860451571,0.005643168502645679,-0.005059410709129963,-0.007930083380310649,-0.0009361835603396429,-0.0075495618836232126,-0.010875486046735716,-0.0020938500826188644,-0.013205729716524672,0.0011897681355881318,-0.012024192966801905,39.6,0.30000000000000027,40.1,7.147559271189454,5.3706380281276624,5.697093486505405,6.126869184114185,5.703782474656201,6.9584483932976555,5.4116460518550396,5.480638923341991,5.71042701737487,5.655991810819852,0.012030517029691268,-0.011083604506158196,0.005998439458497984,0.030993376999999933,0.0014316394714377623,-7.106397990064295e-06,0.0016719944883591964,-0.0040322635279377295,-3.0524564646139396e-05,0.011428571428571344,-0.003075954209534437,-0.0019452077904902332,-0.010668356079511554,8.010400000002527e-05,-0.009193395079436506,0.03825412499999992,-0.011263300036503221,-0.06999999999999984,0.08999999999999986,0.06000000000000005,0.03000000000000025,0.16999999999999993,0.20000000000000018,0.0699999999999994,0.009999999999999787,0.08000000000000007,0.4,-0.56,-0.27,0.36,0.64,0.5,0.61,1.43,-0.003301285419496036,0.0007209449519232081,-0.0012465498898466265,0.01555850249832167,0.0,0.0,0.0,0.0,0.0,0.0,0.1015056761151989,0.21905813798186458,-0.3350086885281822,0.0,0.0,-0.2614380574070818,0.4175371410480633,0.0,0.3200002730670892,0.0,0.10315926124375707,-0.010995656726731085,-0.04311041722209197,0.2660081370961187,0.008948560789842297,0.041619668102768514,0.0,-0.004827283609467159,-0.0020671163118848312,0.0037980980027443323
1960-06-01,0.0007637415029195793,-0.00023462245444516583,-0.0002500000013023751,0.008552755147976043,-0.00136429380279246,-0.012653090361520292,-0.011412329631157014,-0.011467881976686911,-0.006840746761492156,-0.010640642044811077,-0.005633873427426828,-0.013052332794970756,-0.01622246140582906,-0.032522607052527075,0.0008751419656780612,-0.01153095454648767,0.0061542289259812755,-0.004540558321032062,-1.2475000000000023,-40.0,-0.03732605100000003,0.004413879335716686,0.001678956718846436,0.3000000000000007,0.0,0.01157420328113723,0.09581792289723357,0.06907651499835499,0.11560200971002388,0.0178348676360347,0.013853883472087603,-0.002334066468607787,-0.006940515766633126,-0.005556382185357478,-0.007309002637661877,-0.00702299848667387,-0.009974325033489606,-0.0028138208342003423,0.00019940463539391828,-0.0008967002035564775,-0.0013858458685600539,-0.0003574109191326613,0.001979806625691083,0.0,39.5,-0.20000000000000018,39.9,7.1284959456800365,5.337538079701318,5.777652323222656,6.0112671744041615,5.730099782973574,6.86484777797086,5.170483995038151,5.3612921657094255,5.652489180268651,5.648974238161206,0.01896558295169548,-0.004504926179837554,0.002200912713396619,0.01033112600000008,0.0,0.001979686959735716,0.0032376775891114207,0.006018072325563395,-3.0190046343747667e-05,0.011299435028248483,0.002006162969244496,-0.0007841453932693199,0.0033523304543461308,0.0008693419999999952,0.03627709316796057,-0.11978011799999999,0.03428416150946889,-0.5300000000000002,-0.43999999999999995,-0.8300000000000001,-0.8399999999999999,-0.8500000000000001,-0.3700000000000001,-0.1999999999999993,-0.009999999999999787,-0.020000000000000462,0.49,-0.86,-0.58,0.04,0.8,0.83,1.13,1.94,-0.002199202229038022,0.0021652575372188565,-0.0011767434096312535,0.004386643096430873,0.0,0.0,0.3241493924170502,-1.3072081567353067,0.0,0.29282597790887266,0.13518082491144057,0.0,0.0,0.0,0.0,-0.26212334798740855,0.0,0.0,0.0,0.0,0.04509873477851478,-0.2721346936376712,-0.021562180019918387,0.18957351648993814,-0.0044742803949211485,-0.011428695823622825,0.0,0.005126224670480184,0.0074195368224110325,-0.00998060589936145
1960-07-01,0.0017909228624430895,0.0019144743974797152,0.002060633280906554,-0.006866012966202817,-0.010098878218224527,-0.0034756695244975155,-0.005757391663614442,-0.005783638146835468,-0.009197383049809105,-0.03879633582344866,0.0022583490475334145,-0.01210390713564058,0.001167173850046943,0.005886013261041434,-0.008322200139880831,-0.002324054085409255,0.009764175702535294,0.024721736571690744,-0.49609999999999843,-65.0,-0.025579426000000016,-0.0027062065929150947,-0.00392195964459674,0.09999999999999964,0.6999999999999993,-0.016826622709746886,0.0016906174779069971,0.07552884246673663,0.12888085763918156,0.010050335853501124,0.037426963659722645,-0.0007730962889880288,-0.0036448881800072996,-0.028103849468640085,0.000999833444398135,-0.003432757022260091,-0.00474797999008203,-0.0015666617649010561,0.0007972211571942722,-0.0004486518088633318,-0.0003748828534995141,0.0004467436927075852,0.003159560290368013,0.0011852555612996696,39.6,0.0,39.9,7.087573705557973,5.288267030694535,5.723585101952381,5.976350909297934,5.700443573390687,6.906754778648554,5.389071729816501,5.4116460518550396,5.5909869805108565,5.662960480135946,-0.03464029848075256,-0.014759388016592823,0.0039703322480360015,0.010331125999999857,0.004288784272217683,0.0012947747484925998,0.008000042667076102,0.00393225852760537,0.005390206472277725,0.011173184357541999,-0.010325827592589043,0.0014421404276667715,-0.0013550848534746862,0.0003593669999999993,-0.025111841215852415,0.08660165700000011,-0.02026651424799164,-0.08999999999999986,-0.41999999999999993,-0.16000000000000014,-0.03000000000000025,-0.1599999999999997,-0.33000000000000007,-0.25000000000000044,-0.040000000000000036,-0.040000000000000036,0.16,-0.93,-0.52,-0.03,0.56,0.67,1.18,1.99,-0.00034768500089499277,-0.005404426888332203,0.002031687890318823,-0.0038755785378548555,0.298953884836628,0.2971770389157413,-0.3241493924170502,0.0,0.0,0.0,-0.20283982613928941,0.21857932199798036,0.0,0.4494389587839098,-0.29806281381379307,0.0,0.4158010148663571,0.3372684478639254,0.0,0.0,0.18019182428803404,0.009450604845717692,0.15622057207878015,0.2459095157680391,0.004454350349380243,0.007547205635382914,0.0,-0.0109258103465244,-0.0032908690047364075,0.032175940731145936
1960-08-01,-0.0015969563232669515,-0.0025404035314435802,-0.0009361251346717836,-0.0012652489711761916,0.003414288361810236,-0.0011626877980632777,-0.002312270155797602,0.0,0.0023095179625172158,0.011064152276097694,0.0,-0.01337561098530271,-0.004676891497411795,-0.005886013261041434,-0.005269904215112309,-0.00466437488781235,0.003638800839961487,-0.007801334496067902,-0.6770000000000067,-21.0,-0.017799336,0.001375496326792458,-0.00021243664915537863,0.09999999999999964,-0.40000000000000036,0.021419053283956657,0.08341539215217608,0.006493529310548141,-0.007707167244937807,0.024692612590372143,0.07906237857080001,-0.0006262779036507737,-0.003396476158689765,0.02927618254546349,-0.009707189195310661,-0.0034445814450574375,-0.00310387124258682,-0.003927426303469872,0.000881896989008979,-8.975452144355245e-05,0.009070103051333156,-0.0008936870545479536,0.0027564498650027858,0.0035473609387981497,39.4,0.0,39.7,7.203405521083095,5.43372200355424,5.645446897643238,6.171700597410915,5.8664680569332965,6.901737206656574,5.337538079701318,5.438079308923196,5.598421958998375,5.655991810819852,0.05908891646256542,0.007731757101661074,-0.001878718895762077,0.01033112600000008,0.0035265308177745425,0.0032286740444646966,0.007165019033788411,-0.01391859002879059,-0.010869672236903494,0.005524861878453136,-0.0026664431647476228,0.0012107989986454015,-0.002734733213454632,0.0004726250000000043,0.011927155187635208,-0.04140365700000004,0.016672181196029978,-0.25,-0.050000000000000266,0.0,-0.1200000000000001,-0.25,-0.16999999999999993,-0.10000000000000009,-0.1299999999999999,-0.13999999999999968,0.36,-0.68,-0.39,-0.03,0.64,0.82,1.3,2.1,-0.0006493356133630002,-0.0014362238560616802,0.0006407290291461365,-0.008930005455526139,-0.298953884836628,-0.2971770389157413,0.0,-1.993421490081726,0.0,0.0,0.20283982613928941,0.0,0.0,0.0,0.29806281381379307,0.0,0.0,0.0,0.0,0.3316752625993846,0.16703074678687813,0.022047938607094864,0.22044797485860634,0.16989149909831802,-1.975328151460065e-05,-5.6533906225286756e-05,0.004662013105811269,-0.00257189544656633,-0.002300972333491913,-0.024113050538035807
1960-09-01,0.001302054599696234,0.000273892205566284,0.004734031514677106,0.016089671001791928,-0.0009350164373529424,-0.010521104284811678,-0.008135311390279565,-0.005817283302789189,-0.004621395624519575,-0.012298337882752808,-0.003389439007910333,-0.009021370137184181,-0.016548434562663417,-0.013069196771205771,-0.007079226358759794,-0.010568142212199039,0.00843939425001361,2.842770621125368e-06,-1.1317999999999984,-65.0,-0.009874423000000021,0.0044288317433718305,0.005629469626946104,-0.09999999999999964,0.7000000000000011,-0.04032097457633821,-0.0592172986520767,0.05763774278861078,-0.0019361090268663617,0.1280284744272917,-0.021339652304943613,-0.0008295007802878729,-0.0025155927526245847,-0.00661232296825176,-0.004720170597887652,-0.001955034835802394,-0.002445532566083486,-0.0012600411180443416,8.530360981673368e-05,-0.0015270607054613805,-0.005439655738067373,-0.00021460378857973694,0.002356638953996182,0.002593423591974897,39.1,-0.10000000000000009,39.4,7.00033446027523,5.267858159063328,5.676753802268282,5.950642552587727,5.424950017481403,6.891625897052253,5.3230099791384085,5.393627546352362,5.575949103146316,5.68697535633982,-0.007032554286601211,0.002641152703070304,0.0016701465554955774,-0.020662251999999937,-0.0085232797213326,-0.004289686878887089,0.004812328825193113,-0.004015815172598636,0.005390848634876821,0.005494505494505475,0.0035443521665543543,0.0004886363917862013,0.003651523309393667,0.0007208869999999756,-0.030544954583726636,0.10702824999999994,-0.025609318683850635,-0.3799999999999999,0.050000000000000266,0.18000000000000016,0.2400000000000002,0.11999999999999966,-0.010000000000000231,0.0,-0.03000000000000025,-0.07000000000000028,0.79,-0.12,0.23,0.47,1.01,1.2,1.65,2.41,-0.0009051349617086313,0.0,0.0008892209232715942,0.0027799245701883683,0.0,0.2971770389157413,0.0,0.6688988150796771,0.0,0.0,0.0,0.2181025946360382,-0.6734032181344052,0.44742803949211485,0.0,-0.5263170044274457,0.4140792666031512,0.0,0.0,0.0,0.05775339461711049,-0.438721784402496,0.05906198995817569,0.20725396019725117,-0.004434597067865642,-0.0074906717291576275,-2.163354930895256e-05,-0.006991018194469234,-0.007052417435160052,0.011518038328270919
1960-10-01,0.0029491344585013124,0.0031248804772934236,0.004835419501473925,-0.019032062898343582,0.00876573817071069,-0.001176360110554775,0.005817682247389655,0.00465905925703991,0.010363094924040528,0.011077740520936352,0.010131588772564815,-0.00795955887412525,-0.0035809543439428992,-0.012034178205401425,-0.006051595387347231,-0.0011796190967330311,0.0011998345579367076,0.00557614622314162,-0.39000000000000057,-67.0,-0.052101004000000006,-0.0038133370021657953,-0.00962865383282896,0.5999999999999996,0.5999999999999996,0.051710619340695985,0.055324728536565004,0.1912765883363159,0.18843975330589036,0.19440844407753755,0.05826283007122335,-0.0015687146219143244,-0.005525021289754406,-0.0016230176930536189,-0.0010143703321174868,-0.006478868250356484,-0.009280549641859537,-0.0025248553731831436,0.0005685048476014032,-0.0006294681202412278,-0.0017574368387442973,0.0010189580695527667,-0.0003923876840614682,0.0009413980455192927,39.4,0.10000000000000009,39.7,7.1276936993473985,5.655991810819852,5.605802066295998,5.955837369464831,5.71042701737487,6.879355804460439,5.278114659230517,5.44673737166631,5.572154032177765,5.638354669333745,-0.0763109690204864,-0.01835342355684766,-0.000834724657675423,0.010331125999999857,-0.0014189415231662394,-0.0013152296280072306,-0.001152848624177416,0.011984079681566229,0.0053044404818711755,0.016393442622950838,0.00116290781144901,0.0009073391964622424,-0.0026147177738709004,3.012500000001972e-05,-0.019901154317295333,0.0715124610000002,-0.021800747336222948,-0.1299999999999999,-0.0900000000000003,-0.18000000000000016,-0.10000000000000009,-0.029999999999999805,0.1499999999999999,0.0900000000000003,0.04999999999999982,0.10000000000000053,0.83,-0.17,0.26,0.57,1.29,1.42,1.83,2.64,0.0003482257931208821,0.0,-0.00039115979376136423,0.006252262462088397,0.8941937375661624,0.8862687257845447,0.0,0.6644542718668323,0.0,0.291971010333425,0.4716989878138733,0.21762794225956839,0.0,0.0,0.2971770389157413,0.0,0.0,0.0,0.3189795368100157,0.33057881344995543,0.11540682181068185,-0.0838601009580664,0.16625999378376832,0.122266650547731,0.004415018209116939,0.003724399090982322,-0.0046403795565023165,-0.0019300999256923745,-0.005246755901351818,0.012381287401133534
