sasdate,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10,t+11,t+12,acc3,acc6,acc12
2001-01-01,0.2925177214996993,0.236385974715628,0.28641841474454405,0.2865880514957748,0.3089464321993623,0.21280053576954433,0.3030107514471964,0.28199485599515567,0.2931031017968668,0.41684454744014654,0.3087467846800087,0.23253230845391434,,,
2001-02-01,0.3745697677607087,0.24575439952261516,0.21812327635960177,0.2053958021234905,0.25250828000128545,0.19052326000945422,0.258795925136404,0.2572100251364584,0.22083029498268605,0.35056320678955283,0.40847700553785193,0.2752076083477881,,,
2001-03-01,0.32462650594471837,0.36312251886669855,0.33663854837152307,0.32244058809777437,0.2941394511277013,0.4387584569835192,0.32333467112875025,0.3301596016483884,0.3056917989101913,0.18321291659929576,0.20268647744815424,0.28108595719209495,1.1522014412083963,,
2001-04-01,0.2323473239284444,0.366098864525663,0.34678128060616986,0.29296242189315835,0.2389381124782286,0.23130501125733363,0.3691221954316823,0.3033541818564446,0.3380458924680498,0.3158481272036991,0.2576474130098591,0.22775452394713064,1.5234735185810515,,
2001-05-01,0.29097710713098834,0.2563455502893683,0.31004909068242004,0.3600381270700402,0.3207061422426225,0.2173207925003888,0.24390023503771616,0.331797922143282,0.23798857712154445,0.36251917541713774,0.44651106423853426,0.3619789640834438,1.3706265361198713,,
2001-06-01,0.2865121689712993,0.27631029826152353,0.23068191203651356,0.3211728418232269,0.3002482079095836,0.3920035369609213,0.3715542609857793,0.38922755492888716,0.394292540442436,0.25524366081502503,0.2810510711153347,0.26687647091854405,0.9054082875896401,4.115821198848667,
2001-07-01,0.22114492947963832,0.19849613074743327,0.28058394593811764,0.39535500432623666,0.31884958281278486,0.3039533478664942,0.2917688947928436,0.2614228585240883,0.32928383534785993,0.37339281020852205,0.2082399040812248,0.23792752496720207,1.110002002464356,4.818863273737327,
2001-08-01,-0.09792746527628315,0.24624573886942236,0.2617126496784581,0.3068708139748524,0.31801575071688587,0.2846861834069489,0.2378878037958256,0.3166769089382506,0.33281830268144214,0.3185512347194255,0.3865360105232679,0.29914561522246735,0.9454093194469535,4.306584679440457,
2001-09-01,0.26120052456271337,0.26843386219761173,0.25987705141931133,0.22077386063103277,0.2680646669310436,0.2545046056219555,0.3279488847614331,0.2745994026821736,0.2720487139910932,0.23378465722726635,0.26311925255012936,0.30421888355954785,0.9173396888940848,3.3960803777641173,
2001-10-01,0.2252794564569767,0.26008606147346386,0.2530508556053017,0.2272574424922231,0.2680297281728685,0.382323122951977,0.3837235493476036,0.4032608041280122,0.3868535522631319,0.2958381303762216,0.20608349474896007,0.2691849049883092,0.4337650345176993,3.8335531775810487,
2001-11-01,-0.08282088108972552,0.23665855703842478,0.23706898773299304,0.2348011717552296,0.27289391269670515,0.31805311804966097,0.30344219039456677,0.38868534902997043,0.3817329331081825,0.3338369390122805,0.28645903363758224,0.30508899581086846,0.9659762633011333,2.9692509905961164,
