sasdate,CPIAUCSL,acc3,acc6,acc12
2001-01-01,0.5711037795514962,1.2643616797982626,3.0355230249457428,19.429554241221535
2001-02-01,0.2275313837134973,1.3709140684684273,3.9537311628193264,16.752836190071516
2001-03-01,0.0568020464008611,1.038126441475998,2.4446481391561212,10.82546004231368
2001-04-01,0.1702128070530939,0.5180675492293834,2.4374539858202784,13.698093868780411
2001-05-01,0.5089069507471677,0.8660400109742206,3.424220514343758,17.868720884979176
2001-06-01,0.2253522080443382,1.1636561506799135,3.4098048109629087,13.61112320471635
2001-07-01,-0.1689665285127262,0.5365330742981174,1.3325609984096327,8.413103616172505
2001-08-01,0.0,0.018308699245682458,0.9002047763155574,8.413103616172505
2001-09-01,0.3938120420137636,0.15830445987546393,1.5061725689695225,7.632882676104979
2001-10-01,-0.2811359737546759,0.001961336351230969,0.5395467324716072,4.292121051891112
2001-11-01,-0.0563221642599032,-0.05447129461681521,-0.03715989392179497,3.259816949344115
2001-12-01,-0.0563539039991844,-0.3598530902327095,-0.2585149794410513,2.269804210917783
2002-01-01,0.1689665285127262,0.040962245332117675,0.04300392242414652,1.4328702706348313
2002-02-01,0.1686815131479058,0.2891617095684742,0.21893940227785258,1.316234474247607
2002-03-01,0.2805050927608299,0.7493614836014351,0.11984834779338116,1.806533210645613
2002-04-01,0.447177939139376,1.1657055911336687,1.254417754874825,2.4707814881435137
2002-05-01,0.1114827317246103,1.0597094584483848,1.6552985666676756,1.5566279535996106
2002-06-01,0.0556947939766239,0.6980991053305445,1.970589170203311,1.2026473719403925
2002-07-01,0.2224695022110978,0.4344292514803296,2.1065514500166334,2.240145347579768
2002-08-01,0.2773926882725597,0.6485451239014359,2.3955239843787517,3.138937975938748
2002-09-01,0.1660670185140489,0.8208994763274224,2.0920677716484533,2.462646985345683
2002-10-01,0.220994565080268,0.8187025198845124,1.6088000942633305,4.881325251426371
2002-11-01,0.1654260096025872,0.6592886743930713,1.735412253315575,6.2633362354740445
2002-12-01,0.1651528038473237,0.6579877662819797,2.0190290553801296,7.968295016441344
2003-01-01,0.4390786417490133,0.9541239993813555,2.553970241841672,10.040591408109211
2003-02-01,0.5461510025521754,1.5925033042509869,3.3017113710702777,13.60656413434393
2003-03-01,0.1632653423885521,1.5883036404366315,3.291375771267048,12.269224718367864
2003-04-01,-0.3813679370245459,0.11266165325345323,1.1742788398139092,4.672258842261291
2003-05-01,-0.1638896843210169,-0.3983072257431398,0.5598905054048529,3.2669436023150595
2003-06-01,0.1092896283644506,-0.42622587502308096,0.4851016564661026,3.483565051064325
2003-07-01,0.3271540540615625,0.230920124663758,0.36959762093132387,3.8675091880870767
2003-08-01,0.4345471259501465,1.1119377359632505,0.27073767540948035,4.4663467079563715
2003-09-01,0.3246756098870484,1.5220035749865009,0.4470603944265412,5.209879916202195
2003-10-01,-0.1081081186373289,0.6948706944866492,1.0862504465464569,3.536090200478281
2003-11-01,0.0540686685245539,0.2453477923045333,1.6300969969664685,3.10266333386181
2003-12-01,0.269905696916517,0.19385775980640463,2.0109135382571277,3.4715126831418734
2004-01-01,0.4303395560053324,0.9146064828912164,2.245010419326477,3.4443585502069016
2004-02-01,0.2144772940133599,1.205972124849279,1.7472025155663902,2.4909737385099113
2004-03-01,0.2140182732367712,1.1088892476982322,1.5177137929368247,2.6432839142603046
2004-04-01,0.160213652427732,0.7106162563740328,2.2751569741928264,5.832797699919526
2004-05-01,0.4259857346958107,1.0085302468415587,3.4307617364491207,10.653333137308767
2004-06-01,0.3712547356184537,1.2686698160409269,3.784373381626237,13.405334586815469
2004-07-01,0.1058201156947546,1.1623092550221834,2.6988813629489714,11.002908562621931
2004-08-01,0.0528680953365778,0.5965281920225576,2.206675163612575,7.809386076080733
2004-09-01,0.3166229558050126,0.5329213548777512,2.4776924081757157,7.755834143655685
2004-10-01,0.5254872838358793,1.1146767008459553,3.572585001618986,13.975933658141937
2004-11-01,0.4705891037412257,1.9536658276318715,3.7156107636279225,19.89374773547022
2004-12-01,0.0,1.2433649775048425,2.438902080802019,15.452991577408259
2005-01-01,-0.0521784514838863,0.3938560415389323,1.9475548953757515,9.90265586877437
2005-02-01,0.4166672694846163,0.3427477650950035,2.9660281888901796,11.717764091501499
2005-03-01,0.3631651202862684,0.8303869187198487,3.1062259087391118,13.280190669076438
2005-04-01,0.3102380978481811,1.5302681485394776,2.5268295455552794,15.126727883272775
