sasdate,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10,t+11,t+12,acc3,acc6,acc12
2001-01-01,0.21173567504257046,0.2511143758565687,0.378685737605293,0.38712389859995777,0.28525259228780414,0.22684557404933545,0.2349256330378123,0.21100463369839317,0.2199444401169463,0.48338450255494037,0.37048943488820835,0.27973017545834217,,,
2001-02-01,0.40457052289673506,0.2616592982569465,0.3224282719505637,0.22801380707717095,0.31879667371820264,0.2948821287834358,0.3294445450716071,0.41597291069814135,0.3252433636613809,0.30503486991104506,0.35545928615551897,0.3149409605255728,,,
2001-03-01,0.34456835269449815,0.34453439017831616,0.378685737605293,0.2296241605586903,0.3229364363661014,0.4067400912753551,0.3688313345943559,0.2755632932694075,0.3318674072616219,0.24763739052575304,0.24475868428610065,0.27973017545834217,1.1077314212266063,,
2001-04-01,0.22855244214737122,0.3326404776937369,0.38721101133054603,0.22801380707717095,0.20463368136677065,0.1929317196343824,0.30553789487134586,0.21913141288225232,0.2688302549510374,0.3808151531347695,0.24782256866577954,0.1909701946417462,1.6197387997215507,,
2001-05-01,0.2673575246679287,0.3147020508839635,0.23281034138355214,0.26325525327862237,0.34214303727144174,0.2661546605038284,0.33870982697315566,0.3740381510824941,0.2117938123013352,0.2762927875663209,0.3247853598317855,0.2878233181638674,1.2089818839020428,,
2001-06-01,0.2673575246679287,0.31509329440769024,0.28446758220322105,0.22655728054827862,0.23771644050802432,0.3133352536344915,0.28360508214932173,0.36962907169497083,0.42233666911508944,0.3175243336022832,0.3012832284459827,0.35364285452003363,1.0746468828747817,3.5623954396326196,
2001-07-01,0.21427998150246208,0.22730922364713774,0.30004319561349324,0.3339678196606495,0.2831329391793283,0.2661546605038284,0.22357419125543335,0.2352009758542172,0.3269533498617215,0.3808151531347695,0.2503584361493652,0.26226102423552655,1.1667733908434523,4.18629269153082,
2001-08-01,0.0796334549207136,0.2497932376103014,0.19821434732863047,0.26094446062212456,0.2456877896703737,0.3191509731670502,0.29997891913960956,0.34945166626975543,0.3318674072616219,0.4062121450721301,0.38463388224081657,0.20642241741915118,0.8637500207796487,3.5861277157219167,
2001-09-01,0.20795570118993065,0.24241273514908943,0.24531663743883186,0.21574167203404657,0.3071197569035107,0.3117131960358381,0.32532932606460474,0.3488190460170093,0.2199444401169463,0.29765999990084,0.2306588564871445,0.35364285452003363,0.8898911708937984,3.522073697213136,
2001-10-01,0.22855244214737122,0.21360236768480725,0.21237291732231056,0.21574167203404657,0.2161197531068315,0.3594473349617638,0.420879468165945,0.2784265776877071,0.4503891508229482,0.2361034766343253,0.2558912708031533,0.27168001647882195,0.6262168414502212,3.8549774643717942,
2001-11-01,0.08929938000612382,0.22730922364713774,0.2289681635926933,0.22801380707717095,0.21795070646885384,0.28206441822650824,0.2972869953560447,0.2352009758542172,0.32915135049695055,0.3175243336022832,0.3363286683573913,0.27168001647882195,0.8016401664291091,2.532768297255922,
2001-12-01,0.14003508036373097,0.22730922364713774,0.19821434732863047,0.22655728054827862,0.22624053206990358,0.21218564230856235,0.19510799959689837,0.2352009758542172,0.2688302549510374,0.24763739052575304,0.2558912708031533,0.32187574074394143,0.8066840611381536,2.3921648276912912,19.066857383469785
2002-01-01,0.16864738607879198,0.20918857377412695,0.1735880156856371,0.19075904921056203,0.22624053206990358,0.28206441822650824,0.22611827606055107,0.230124238560439,0.2649582478438838,0.26237032861213977,0.28795203469910036,0.2641452971890417,0.5689782403008552,2.1395486594370277,26.58920873655005
2002-02-01,0.23990317424488916,0.2162863839146317,0.15383138510712643,0.11129927685950669,0.20090957949181742,0.19615644702243304,0.24772985247495607,0.2352009758542172,0.32915135049695055,0.227312945140315,0.2558912708031533,0.2542203717206494,0.5905766328181015,2.2413023405303676,19.815272568860255
2002-03-01,0.26267604236405606,0.24241273514908943,0.2209074721304401,0.21347142300307018,0.22624053206990358,0.20613379678575888,0.1922901246807592,0.27030779101566227,0.22667522208121668,0.2741522938297347,0.2296650479766238,0.21184156033307655,0.7354099718809364,2.116103684329579,18.34731439335718
2002-04-01,0.269055703805094,0.2162863839146317,0.25764217438601045,0.22801380707717095,0.32099644820162354,0.28384512002558043,0.1922901246807592,0.22808113166226898,0.22232298320361213,0.2361034766343253,0.24782256866577954,0.26490623459312607,0.9373619193361216,1.7449614781896483,17.7861409756498
2002-05-01,0.2825866807286757,0.22730922364713774,0.2209074721304401,0.18505218364988474,0.23620482064853807,0.3191509731670502,0.23282370245512424,0.19580272732253157,0.22021967823503172,0.15691377354372366,0.20963407361854353,0.19838682093744373,0.8750400003256418,2.3634138119225265,12.152760788872364
2002-06-01,0.2699754465145117,0.3023859227190351,0.30133798786598626,0.17966614794485683,0.31879667371820264,0.28206441822650824,0.2427753212221706,0.20212881382205014,0.22232298320361213,0.10741480490808807,0.20963407361854353,0.1909701946417462,1.026864849688653,2.3775797982430045,10.222413440178126
2002-07-01,0.20776782559817616,0.2511143758565687,0.2715429167924838,0.17966614794485683,0.20463368136677065,0.19615644702243304,0.18116371709434825,0.19185477937098025,0.17311135371358977,0.22305973648148902,0.19982813374955694,0.2220549261657012,1.1240143272596654,2.6217132532204297,9.402277933511309
2002-08-01,0.2194394284627305,0.2479608401676475,0.2218721330908932,0.20694132524044692,0.2456877896703737,0.20583693175820406,0.20114889662166346,0.1732477843150401,0.2199444401169463,0.17381268408063996,0.21995246700342122,0.20642241741915118,0.9414137398268096,2.213018579020582,8.283149358669936
